#,n,l,m,f.mean,f.sdev
#,u0: 37289.47137978341,type: wavelet,uMax: 37289.47137978341,nMax: 0,ellMax: 0
,24,8,4,-1.8030463005392552e-06,2.9360886875400185e-07
,25,8,4,7.97960845965994e-06,2.307530599297613e-07
,26,8,4,-8.081287150324458e-06,1.1848268664526486e-07
,27,8,4,3.3137682717545168e-06,1.3539657491257643e-07
,28,8,4,3.625192378123003e-06,8.079991741013072e-08
,29,8,4,-5.213635565412564e-06,8.261899604277715e-08
,30,8,4,4.494623255543204e-06,6.182096643288796e-08
,31,8,4,-6.361865700550293e-07,3.879032346769786e-08
,32,8,4,7.913291347776461e-07,1.4420284396318724e-06
,33,8,4,2.7462904778059522e-06,8.461135889288148e-06
,34,8,4,3.7093766873988416e-05,4.2133301888730654e-06
,35,8,4,-7.782876086868952e-05,6.770188565406477e-06
,36,8,4,-0.00012045305857163224,8.461619630027921e-06
,37,8,4,0.00015002348474907646,6.277790898688622e-06
,38,8,4,6.0270325572340345e-05,5.940929203637057e-06
,39,8,4,1.8020948406516794e-05,7.98179686212901e-06
,40,8,4,-5.83340605753792e-05,5.695100379264527e-06
,41,8,4,-2.0564046908358245e-05,2.968078034874305e-06
,42,8,4,7.596687907507822e-06,1.978303160017176e-06
,43,8,4,5.379169633094112e-06,1.38087034291452e-06
,44,8,4,6.8775991349449386e-06,1.1925720365374098e-06
,45,8,4,4.134024166427839e-06,9.05289550443988e-07
,46,8,4,-2.3032216762972515e-06,5.55312743235695e-07
,47,8,4,-4.448273710463528e-06,3.811784494543151e-07
,48,8,4,-2.452246542440366e-07,3.294549785331864e-07
,49,8,4,-2.575697571322796e-07,2.9131160169774023e-07
,50,8,4,1.5483437318587055e-06,2.62193530403223e-07
,51,8,4,3.477961202433015e-06,2.0086118127160764e-07
,52,8,4,-1.603955655969668e-06,1.2354810319768006e-07
,53,8,4,-2.8850436100317857e-06,1.5208133130680482e-07
,54,8,4,9.892241155254816e-07,1.526551951231264e-07
,55,8,4,1.3040772385706568e-06,1.325269029518937e-07
,56,8,4,1.500406683565086e-06,1.0274089981384028e-07
,57,8,4,6.240700689147333e-07,6.859464039070226e-08
,58,8,4,-2.1482398152387004e-06,6.84424563909259e-08
,59,8,4,-6.135483647048964e-07,9.359977953769611e-08
,60,8,4,2.056354743304926e-06,7.748745699796908e-08
,61,8,4,9.772416173636285e-07,5.23055059970146e-08
,62,8,4,-2.96012556098741e-07,4.5944414975913176e-08
,63,8,4,-3.741225085020244e-07,4.709099811882668e-08
,64,8,4,3.9094365728809815e-07,2.6571057787850746e-07
,65,8,4,7.282297096811244e-06,3.8820274437497885e-06
,66,8,4,3.5691930676335493e-06,9.611596802605212e-06
,67,8,4,1.525741146936269e-05,8.997689052214106e-06
,68,8,4,5.992619193058957e-06,5.7913377146161954e-06
,69,8,4,9.771452918894872e-06,2.634706571793243e-06
,70,8,4,-1.0462924040138374e-05,4.518296500737957e-06
,71,8,4,-5.4188386242428676e-05,6.505639541652311e-06
,72,8,4,-5.7679239170565746e-05,7.708666695004562e-06
,73,8,4,-1.8988927569050352e-05,8.859248526385225e-06
,74,8,4,4.857277821641428e-05,6.942084616755604e-06
,75,8,4,5.4389291304579224e-05,5.690830766335021e-06
,76,8,4,2.741876020682877e-05,4.8798851719968106e-06
,77,8,4,2.3348753401935755e-05,5.814893137497916e-06
,78,8,4,1.1634313758237447e-05,7.475548377303104e-06
,79,8,4,4.572897488113229e-06,7.844500604344947e-06
,80,8,4,-2.014017136471433e-05,7.1605461747916974e-06
,81,8,4,-1.5483981085509112e-05,5.875207264248015e-06
,82,8,4,-1.45071859713576e-05,3.6284558328013787e-06
,83,8,4,-1.3488702943395492e-06,2.3747859878329097e-06
,84,8,4,4.872002048332217e-06,2.051125259868004e-06
,85,8,4,5.167360925313636e-06,1.7161242509300753e-06
,86,8,4,4.251080863213239e-06,1.3803943402199537e-06
,87,8,4,-1.328701442385026e-06,1.2503942512883776e-06
,88,8,4,2.898171290907415e-06,1.296878977149898e-06
,89,8,4,3.1913800875826985e-06,1.267950066208997e-06
,90,8,4,1.5186637622429557e-06,1.0985393897850674e-06
,91,8,4,1.1328343236496561e-06,8.667014292692531e-07
,92,8,4,-7.450307865722488e-07,6.647758439257443e-07
,93,8,4,-1.392406160346616e-06,4.622821044458043e-07
,94,8,4,-2.096495985740418e-06,3.564824968070435e-07
,95,8,4,-1.491347516705357e-06,3.404329876725719e-07
,0,8,6,-5.866782493880237e-06,5.192453978308344e-07
,1,8,6,3.495148739304701e-05,1.6684403684547507e-06
,2,8,6,0.00028667936331407145,3.5434420623382534e-06
,3,8,6,-1.6090802589127367e-05,1.4045269969456362e-07
,4,8,6,-0.00016406323041670535,3.7951697774104002e-06
,5,8,6,-9.431368974651213e-05,2.1430988870362693e-06
,6,8,6,-6.196768616056714e-06,1.9193360008184735e-07
,7,8,6,-9.801111911259815e-08,6.074924540063392e-08
,8,8,6,1.9985504982182273e-05,4.982348154541942e-06
,9,8,6,-0.0003401827879379393,5.987241443594522e-06
,10,8,6,-2.7995249000060234e-05,2.9513359652860934e-06
,11,8,6,-1.188799669488343e-05,6.63468397538435e-07
,12,8,6,-1.3246113938964175e-05,2.635572570734411e-07
,13,8,6,1.2168363229295758e-05,1.1584359326697124e-07
,14,8,6,7.196555870282181e-06,6.716879480594865e-08
,15,8,6,-5.3193218548712995e-06,4.718380744523256e-08
,16,8,6,9.61108699163615e-07,2.786180341926236e-06
,17,8,6,8.745244131162092e-06,3.4397039983134227e-06
,18,8,6,-7.265434848801529e-05,5.798820111386523e-06
,19,8,6,0.0001573973038969958,5.771107718678832e-06
,20,8,6,3.63185654241327e-06,5.170108173276493e-06
,21,8,6,-3.6886398556891265e-06,1.302756911283404e-06
,22,8,6,-1.3899158795560472e-05,7.465249907550396e-07
,23,8,6,-7.289048606329338e-06,3.5669655147879326e-07
,24,8,6,1.4558678918635219e-05,2.7602652265391214e-07
,25,8,6,-8.286832161047732e-06,2.157453622187989e-07
,26,8,6,1.0422669453635245e-06,1.0910639463875719e-07
,27,8,6,-1.4653431092833069e-06,1.177934005769526e-07
,28,8,6,-3.8737032952591273e-07,6.774027644190214e-08
,29,8,6,2.198358952692892e-06,7.31620237700656e-08
,30,8,6,-4.833520838181705e-06,5.106240067046418e-08
,31,8,6,4.101765410446602e-06,3.465816244894135e-08
,32,8,6,1.306864766921969e-06,1.206446748425751e-06
,33,8,6,2.1289035605552587e-06,7.479054581360091e-06
,34,8,6,1.4187773688241042e-05,4.716632646633783e-06
,35,8,6,5.4090481171795305e-06,4.350960940670227e-06
,36,8,6,3.0452553565116847e-05,4.997384629812432e-06
,37,8,6,-0.00011364353827650353,7.127084484653391e-06
,38,8,6,-3.9757538067179265e-05,7.276943767033585e-06
,39,8,6,0.00012104673121580808,8.715943921887155e-06
,40,8,6,3.097558661726818e-05,6.8819551920566364e-06
,41,8,6,-1.9694975453197645e-05,3.3809994267808853e-06
,42,8,6,3.433084672281162e-06,1.7904048755503578e-06
,43,8,6,-6.24594600506115e-06,9.811602097792718e-07
,44,8,6,-9.038369987706109e-06,9.411630529206302e-07
,45,8,6,-8.953526081549945e-07,7.320240491200068e-07
,46,8,6,-7.362696156366513e-07,4.2489285945271617e-07
,47,8,6,-6.975541994352439e-07,3.47559833517879e-07
,48,8,6,7.50815030298448e-06,2.878913630768239e-07
,49,8,6,2.3629080561267266e-07,2.9415199637436396e-07
,50,8,6,-5.763687207386463e-06,2.5012341520906427e-07
,51,8,6,5.717645066187069e-07,1.8420081625925216e-07
,52,8,6,-3.8045349163127265e-07,1.0629498464871088e-07
,53,8,6,2.1437950788850934e-06,1.4164518055750926e-07
,54,8,6,2.7752527478776466e-06,1.3497135630430047e-07
,55,8,6,-3.58039463422431e-06,1.1705644645747744e-07
,56,8,6,-2.3349410022506774e-06,9.316486958175367e-08
,57,8,6,1.744215147250233e-06,5.6955818290734363e-08
,58,8,6,9.60033703950413e-07,5.849404081874022e-08
,59,8,6,6.618013674087156e-07,8.381250358780894e-08
,60,8,6,-7.155492278972105e-07,7.03023099017079e-08
,61,8,6,-2.3408826327973557e-06,4.2896943663551226e-08
,62,8,6,3.7102495412931823e-07,4.154826168024878e-08
,63,8,6,1.9382942419893102e-06,3.803304738265096e-08
,64,8,6,-7.150760556678976e-08,2.8072457808816117e-07
,65,8,6,-3.527518235874577e-06,4.12618376696959e-06
,66,8,6,1.0857402687406982e-05,1.0360724924957466e-05
,67,8,6,-7.1195023779965985e-06,1.003139375732639e-05
,68,8,6,2.785733530834255e-07,4.9627568023997275e-06
,69,8,6,3.885786459298902e-06,2.513937262929119e-06
,70,8,6,-2.0936993551575543e-06,2.635889839451482e-06
,71,8,6,4.655127190345396e-07,3.3697173777399794e-06
,72,8,6,7.4182999129011874e-06,4.0278928750081685e-06
,73,8,6,1.4150326740542532e-05,5.9839235332787095e-06
,74,8,6,-3.063155383749478e-05,7.213507447474965e-06
,75,8,6,-4.609625790491841e-05,6.125303874681962e-06
,76,8,6,-3.8003934688658566e-05,7.3442747855662225e-06
,77,8,6,-9.106103026358431e-06,7.799766513003287e-06
,78,8,6,3.27064435380813e-05,9.459177954202322e-06
,79,8,6,2.758722283369277e-05,8.66399531304758e-06
,80,8,6,1.90671192475652e-05,6.625188372993636e-06
,81,8,6,3.391869969719438e-06,4.941753586189612e-06
,82,8,6,9.778639406026966e-07,3.581463197746861e-06
,83,8,6,-3.5333579325260847e-06,2.7736123370609836e-06
,84,8,6,8.374444217233728e-07,1.9964035513851835e-06
,85,8,6,5.241457685290305e-06,1.576847362872012e-06
,86,8,6,-1.2782745749003465e-06,1.1851719426801388e-06
,87,8,6,-4.428268429817566e-06,9.251963825810918e-07
,88,8,6,-3.7007875538608407e-06,9.51847727040889e-07
,89,8,6,-4.2188925678640975e-06,9.032111124850652e-07
,90,8,6,-1.2885037846361279e-06,7.636828412449923e-07
,91,8,6,2.3734779172795634e-07,6.064127892771323e-07
,92,8,6,5.607129663021045e-07,4.994115440462587e-07
,93,8,6,-1.1394304938866387e-06,4.289337358071731e-07
,94,8,6,-1.016033547768656e-06,3.7246452568377814e-07
,95,8,6,4.7476770641203415e-07,3.118007326142198e-07
,0,8,8,0.00016435685274656945,4.7591134003528164e-07
,1,8,8,0.00027632996980898975,1.394230774141863e-06
,2,8,8,0.0005485256367966632,3.2764087735742037e-06
,3,8,8,3.226203856866766e-05,2.2413900461683515e-07
,4,8,8,-0.00025912736959561106,2.5248056713829816e-06
,5,8,8,5.913878338138591e-05,1.7695087605137553e-06
,6,8,8,2.172009692987416e-05,3.162338692072035e-07
,7,8,8,7.00283065407426e-06,9.132045499888259e-08
,8,8,8,8.819737178698018e-06,1.7934421095681431e-06
,9,8,8,-0.0002603828375209746,4.2960242126552556e-06
,10,8,8,-6.701425955751798e-05,2.7607958151754485e-06
,11,8,8,8.124015157041997e-05,8.654979311455151e-07
,12,8,8,9.985598469858902e-06,3.947401856327268e-07
,13,8,8,-1.3376811183216634e-05,1.6527686501131357e-07
,14,8,8,-7.97087771374789e-06,1.0021280659930058e-07
,15,8,8,5.62069796052855e-06,6.56372036009608e-08
,16,8,8,-2.5320704852524745e-06,1.3129965865474269e-06
,17,8,8,1.101362305052005e-05,2.043374527096968e-06
,18,8,8,-0.00014379577352188197,3.5276311925425674e-06
,19,8,8,0.00010027006087920469,4.3779801383707014e-06
,20,8,8,7.600515430505718e-05,3.7235777980397927e-06
,21,8,8,1.2982358591516844e-05,1.3044644648046995e-06
,22,8,8,2.095380249089562e-05,1.0175906547082407e-06
,23,8,8,-1.9425969172410377e-05,4.6168975372601677e-07
,24,8,8,6.675087316404933e-06,4.038200935874574e-07
,25,8,8,2.056364594445048e-05,3.482349661226739e-07
,26,8,8,-1.9526726990318337e-05,1.4981159237168612e-07
,27,8,8,5.8952536188911255e-06,1.8032823807765388e-07
,28,8,8,8.960699829795868e-06,1.0303934857429781e-07
,29,8,8,-8.899913305270496e-06,9.867032490921614e-08
,30,8,8,6.2734224733742205e-06,7.747190788994008e-08
,31,8,8,-7.181398759784796e-07,4.997002557301221e-08
,32,8,8,-1.0057802170764035e-06,5.973881175038913e-07
,33,8,8,-1.597907474283143e-06,3.997616190830635e-06
,34,8,8,5.223794110752248e-06,2.3883011689837683e-06
,35,8,8,6.491848325626545e-06,3.285028777227794e-06
,36,8,8,-3.1008713716861136e-05,4.439258655990489e-06
,37,8,8,-7.50672632533827e-05,3.6764153925128967e-06
,38,8,8,-3.692856665534703e-05,5.494196126812958e-06
,39,8,8,9.916920545277694e-05,7.382539789617765e-06
,40,8,8,9.9239323463155e-05,5.454652132103601e-06
,41,8,8,-3.492468803830288e-05,2.791449695186134e-06
,42,8,8,-1.6090201582802558e-05,1.7782109546420005e-06
,43,8,8,1.3000715972088871e-05,1.1975195006579286e-06
,44,8,8,-4.114253414044572e-06,1.4957145725783038e-06
,45,8,8,2.216770696210888e-05,1.1530108422403904e-06
,46,8,8,8.931169761853768e-06,6.300365307747216e-07
,47,8,8,-1.5902960818398518e-05,4.329486157924409e-07
,48,8,8,2.494363113364975e-06,4.1774447064119637e-07
,49,8,8,-4.1779417253203757e-07,5.247807459332087e-07
,50,8,8,9.3674338947374e-07,4.4765427830377034e-07
,51,8,8,1.0480871231578542e-05,3.083178784560458e-07
,52,8,8,-4.600399013974395e-06,1.6453174209973127e-07
,53,8,8,-6.128415771222777e-06,1.9048403987524919e-07
,54,8,8,3.027513256542007e-06,2.1142138714302127e-07
,55,8,8,5.047931557674801e-07,1.7001162411108317e-07
,56,8,8,3.125032249937038e-06,1.4639306728553283e-07
,57,8,8,1.6362952857242831e-06,9.83923916149686e-08
,58,8,8,-4.712367588202403e-06,8.144908869926635e-08
,59,8,8,-3.7671836984936754e-07,1.1518603575414614e-07
,60,8,8,3.29391560233072e-06,9.547913756024642e-08
,61,8,8,9.532653967371343e-07,6.183629460855242e-08
,62,8,8,1.7233527109442233e-07,5.541926866402106e-08
,63,8,8,-1.0737890374269424e-06,5.1704736652323916e-08
,64,8,8,-1.507022881825525e-08,8.204679226708556e-08
,65,8,8,-4.3494844725534437e-07,1.2697190983038188e-06
,66,8,8,5.543588613442674e-06,3.578241510485083e-06
,67,8,8,2.2842480991623468e-06,4.573773980168642e-06
,68,8,8,-1.5589902613920451e-06,2.344021063283348e-06
,69,8,8,6.035684836968029e-07,2.3998454552198374e-06
,70,8,8,1.211346197698168e-06,2.144774163152997e-06
,71,8,8,6.26589495836707e-06,3.6110192281112354e-06
,72,8,8,-7.825297845300299e-06,3.6711412267221156e-06
,73,8,8,-1.5072000735411707e-05,3.2257905608691894e-06
,74,8,8,-2.484616845217674e-05,3.909991194653519e-06
,75,8,8,-3.4027980203218036e-05,3.81843803382216e-06
,76,8,8,-1.2527038276017119e-05,4.2292214731879434e-06
,77,8,8,4.2370167027385645e-06,5.14944216085887e-06
,78,8,8,3.8547433232283214e-05,5.6911647873374275e-06
,79,8,8,4.6309572394201e-05,5.720001697095744e-06
,80,8,8,4.2062326558441934e-05,4.701968364057538e-06
,81,8,8,2.2621816869189237e-05,3.4881575634317897e-06
,82,8,8,-1.4917930440747147e-06,3.0078782713271585e-06
,83,8,8,-1.5154482538687858e-05,2.5325276645055722e-06
,84,8,8,-1.080119744207444e-05,2.004348059597874e-06
,85,8,8,8.418689451059882e-07,1.1407004054232277e-06
,86,8,8,6.0912915517655585e-06,1.146752569486592e-06
,87,8,8,3.191989887941995e-06,1.094595647028677e-06
,88,8,8,-1.943227660856819e-06,1.2383132781210655e-06
,89,8,8,-1.0642698919604603e-06,1.315017568548384e-06
,90,8,8,6.248389389477356e-06,1.1292108906835165e-06
,91,8,8,8.097194064642334e-06,9.506353025637766e-07
,92,8,8,6.420300037298461e-06,8.149293916115256e-07
,93,8,8,-4.2489584292752385e-07,6.139498647614843e-07
,94,8,8,-5.7579413929459035e-06,4.510951671420023e-07
,95,8,8,-5.226926905594014e-06,3.538972085462938e-07
,0,10,0,8.740540972021935e-05,6.368552504692239e-07
,1,10,0,0.00019576941958124094,2.0603586802863753e-06
,2,10,0,2.569199709030821e-05,4.279687726352165e-06
,3,10,0,1.03771165165373e-05,2.1233469060485632e-07
,4,10,0,0.00026884839546010767,6.50886298196507e-06
,5,10,0,6.6484752710202e-05,1.8471029476141705e-06
,6,10,0,1.4030229508387677e-05,3.2084070663210334e-07
,7,10,0,-1.1040523967534094e-07,9.792825924637572e-08
,8,10,0,-0.00010507878925086886,5.5105115427003766e-06
,9,10,0,0.0004694959129398097,7.611341921117059e-06
,10,10,0,1.0961586899504967e-05,2.8381751583014117e-06
,11,10,0,6.443653089067625e-05,1.0991656984540044e-06
,12,10,0,1.2769310691790013e-06,3.865985165821672e-07
,13,10,0,2.4246674721391705e-06,1.9421188507250893e-07
,14,10,0,3.0398173964322334e-06,1.177270449222041e-07
,15,10,0,-4.131621921331579e-07,8.079451694469784e-08
,16,10,0,7.875862157129777e-07,3.41308976401905e-06
,17,10,0,-0.00014100135254735112,7.420543733793385e-06
,18,10,0,0.00026581315591841853,8.482126136577833e-06
,19,10,0,-0.00010420092856931028,5.7015094207765245e-06
,20,10,0,-3.182343922440256e-05,3.362037445441386e-06
,21,10,0,4.221433623531184e-05,1.7818449134245763e-06
,22,10,0,1.629698029580236e-05,1.351131371526947e-06
,23,10,0,3.33912117013036e-05,6.571196539615815e-07
,24,10,0,9.844268332011112e-06,4.6738725027725764e-07
,25,10,0,1.1168436991200855e-05,3.537453506707845e-07
,26,10,0,1.1494701374844767e-05,1.9638578706247659e-07
,27,10,0,5.497565731486101e-06,1.947103619350332e-07
,28,10,0,4.808367099397017e-06,1.221666144045359e-07
,29,10,0,6.827768329535508e-06,1.0906573399390457e-07
,30,10,0,1.8264754205296624e-06,9.473216238020202e-08
,31,10,0,3.6102111760728157e-06,6.63376979770705e-08
,32,10,0,-2.2297333962268598e-07,1.191648518673097e-06
,33,10,0,1.8522763030830282e-05,9.55354954848219e-06
,34,10,0,-2.6584055080841453e-05,4.483705523317839e-06
,35,10,0,-7.868988405452032e-05,1.1582561909981988e-05
,36,10,0,9.115825491022716e-05,1.3863595881177748e-05
,37,10,0,0.00011150597805508793,7.2607443380188485e-06
,38,10,0,5.6197558713314184e-05,6.796443194552179e-06
,39,10,0,-0.00011323403798347767,6.150951513324726e-06
,40,10,0,7.1093395137502395e-06,5.120265945012953e-06
,41,10,0,-4.089921970313631e-05,2.7719142575164936e-06
,42,10,0,4.9174470283588e-05,2.5327190984993945e-06
,43,10,0,-2.889527282521867e-05,1.301786903381182e-06
,44,10,0,2.0378207968141196e-05,1.612700133044234e-06
,45,10,0,-9.769925429204718e-06,1.1557403668877154e-06
,46,10,0,2.799501271690931e-05,8.645350672561396e-07
,47,10,0,-8.441858166975833e-06,5.417133107248939e-07
,48,10,0,9.975803314302968e-06,5.027169859644047e-07
,49,10,0,-8.518453990795038e-06,5.322316652243143e-07
,50,10,0,8.40134578917333e-06,4.6261961562261557e-07
,51,10,0,-6.015478109847276e-06,3.186332337661533e-07
,52,10,0,6.810889446349891e-06,2.2218957295495192e-07
,53,10,0,-4.1569877407538654e-06,2.1111880091640647e-07
,54,10,0,4.09862944952529e-06,2.3763092851550054e-07
,55,10,0,-4.1434591866802795e-06,1.865180569424634e-07
,56,10,0,3.312576174863946e-06,1.5399630285692122e-07
,57,10,0,-3.1351301586925335e-06,1.0364025889006573e-07
,58,10,0,3.7210120487617237e-06,1.172381081322705e-07
,59,10,0,-2.3284601169849837e-06,1.1936990256519944e-07
,60,10,0,1.125814890864682e-06,1.244820842371035e-07
,61,10,0,-2.0493196841467182e-06,7.787447475553956e-08
,62,10,0,1.9415565025553124e-06,8.12196446609995e-08
,63,10,0,-1.2750272865914144e-06,6.332475944935308e-08
,64,10,0,-2.530142659368263e-07,2.966614979221086e-07
,65,10,0,8.951076536930149e-07,4.30829174092124e-06
,66,10,0,1.0339518929052487e-05,1.0264891962800444e-05
,67,10,0,7.929885549646427e-07,9.916312075596692e-06
,68,10,0,-7.4838329933195355e-06,4.073395462274335e-06
,69,10,0,-1.183716350984037e-05,3.971108935970277e-06
,70,10,0,-2.5728865376620103e-05,8.065077018549209e-06
,71,10,0,1.2471530129979665e-05,1.4796497674926359e-05
,72,10,0,1.3768388076440552e-05,1.3230883042840744e-05
,73,10,0,4.05578046842899e-05,1.0707214090161073e-05
,74,10,0,5.528676684715157e-05,7.074594507925634e-06
,75,10,0,5.666510654863435e-05,8.159135632897813e-06
,76,10,0,3.361899378287886e-05,6.600134304918837e-06
,77,10,0,6.01034400613077e-06,5.87751076206579e-06
,78,10,0,-2.974810511110755e-05,5.188686778251536e-06
,79,10,0,-3.448001680073503e-05,5.226589160526337e-06
,80,10,0,-1.2184115806843172e-05,5.09634450136987e-06
,81,10,0,7.221988019822424e-06,3.7609682548513294e-06
,82,10,0,-1.5142591159441967e-05,2.5162639993043312e-06
,83,10,0,-1.6007329198101583e-05,2.5256621341134553e-06
,84,10,0,1.0109710380817939e-05,2.61183089495888e-06
,85,10,0,1.4418740387983225e-05,2.146595378425567e-06
,86,10,0,-4.611010267975772e-06,1.4555281298523635e-06
,87,10,0,-1.2025884548641196e-05,1.2285348477726193e-06
,88,10,0,4.998775342289614e-06,1.5043217074788286e-06
,89,10,0,5.236409467895651e-06,1.6079624618080696e-06
,90,10,0,-4.386424555168153e-06,1.1733373977573822e-06
,91,10,0,-4.058707470231596e-06,1.0688627231674095e-06
,92,10,0,8.101131748449426e-06,9.58542494999591e-07
,93,10,0,9.65062930677793e-06,7.279073600206464e-07
,94,10,0,5.46869920663851e-07,5.428284217139235e-07
,95,10,0,-5.195429530780712e-06,5.01051935002045e-07
,0,10,2,5.841976535248111e-05,6.202174237600814e-07
,1,10,2,0.00012206298731573558,1.9916668299914916e-06
,2,10,2,0.0006853467323114418,4.328884817522406e-06
,3,10,2,2.864806404596683e-06,2.155524124400272e-07
,4,10,2,0.00028807901753885823,5.222610057460849e-06
,5,10,2,-2.168556424458265e-05,1.7564907503043738e-06
,6,10,2,-6.885318201139236e-06,3.1435623331912253e-07
,7,10,2,1.577925773939556e-06,9.721819991866804e-08
,8,10,2,-0.00019252730038691896,5.770007405538058e-06
,9,10,2,-4.394077109218776e-05,8.264269313386241e-06
,10,10,2,-6.538407105958019e-05,2.380700848731522e-06
,11,10,2,-5.8658327234798794e-05,1.0295321170168617e-06
,12,10,2,7.624355878123894e-06,4.346771555130851e-07
,13,10,2,-2.3679272655212056e-06,1.978757670765102e-07
,14,10,2,-4.1212021520321904e-06,1.1910571782334428e-07
,15,10,2,2.749776544597884e-06,8.050490252092692e-08
,16,10,2,2.552257520254659e-06,3.984449673918237e-06
,17,10,2,-0.0002610014139049839,7.169561911173751e-06
,18,10,2,0.0005193162667245374,9.231094963642005e-06
,19,10,2,-6.1023930720757735e-06,5.538537976205609e-06
,20,10,2,3.026549103300192e-05,3.2789426024722876e-06
,21,10,2,1.6069570675402599e-06,1.5780689383618044e-06
,22,10,2,-2.7805483660378494e-05,1.3382954374534373e-06
,23,10,2,-3.363217143821694e-05,6.693801283641959e-07
,24,10,2,-2.7672465122512906e-06,4.646336625434903e-07
,25,10,2,-8.61558971963948e-06,3.3960044096368765e-07
,26,10,2,-5.810778514175376e-06,2.0078833656325818e-07
,27,10,2,-1.78534202973239e-06,1.971188674712485e-07
,28,10,2,-2.2459876525056383e-06,1.2269191854065795e-07
,29,10,2,-1.630946412137928e-06,1.0724264474025547e-07
,30,10,2,1.9115891553901724e-06,9.14816799900683e-08
,31,10,2,-3.2728430746389936e-06,6.210605879558701e-08
,32,10,2,-1.0665346556279499e-08,1.522246571257105e-06
,33,10,2,1.4425783929093472e-05,8.907928056871732e-06
,34,10,2,-6.0820987349333244e-05,4.671221266816462e-06
,35,10,2,-0.00011616998118167218,1.1416464088164593e-05
,36,10,2,0.0002061481854571105,1.2766183886346603e-05
,37,10,2,3.123578457401198e-05,8.325937462114028e-06
,38,10,2,-0.00014374610924990832,6.760772857069274e-06
,39,10,2,0.00011958404583179073,6.6837661071212064e-06
,40,10,2,7.448801537127265e-05,4.5749110378847405e-06
,41,10,2,-2.9858431992412658e-05,2.7736592202571483e-06
,42,10,2,-3.659702481179398e-06,2.0995130991715425e-06
,43,10,2,8.523246695964954e-06,1.1664576319689406e-06
,44,10,2,6.414529260892033e-06,1.6358886708665393e-06
,45,10,2,-1.2540249472774038e-05,1.2028492024152286e-06
,46,10,2,-5.902844249057635e-06,9.127763855585484e-07
,47,10,2,-6.352101594506721e-06,4.889219329448269e-07
,48,10,2,5.992323469688585e-07,5.518240121298699e-07
,49,10,2,3.5345111223497764e-06,4.740677354835499e-07
,50,10,2,-1.6201258851045363e-06,4.197232492088961e-07
,51,10,2,3.799147123448276e-07,3.2022473106660257e-07
,52,10,2,-2.3002606067587178e-06,2.1224593213030098e-07
,53,10,2,8.723371233740093e-07,2.2784995347661748e-07
,54,10,2,-2.0628914738047313e-06,2.490239943985827e-07
,55,10,2,2.862460897698626e-06,1.9300062363983511e-07
,56,10,2,-3.4511667686828603e-07,1.4212020311957765e-07
,57,10,2,2.9257970032364167e-07,1.0447604930033961e-07
,58,10,2,-1.7307850599367008e-06,1.0943088792266377e-07
,59,10,2,1.3911662157450212e-06,1.3568364466957056e-07
,60,10,2,-8.194369001203782e-07,1.2340890634545177e-07
,61,10,2,2.4499538489571406e-06,8.271382751133594e-08
,62,10,2,-1.1148622658714545e-06,7.342103507532717e-08
,63,10,2,-5.521668252678371e-07,7.042794465016315e-08
,64,10,2,-1.6498949138303593e-07,3.1147710693277414e-07
,65,10,2,-5.699934870861258e-06,4.480900907900765e-06
,66,10,2,9.25125664825616e-06,9.44089809934381e-06
,67,10,2,-1.1288411440272361e-05,9.303352841383936e-06
,68,10,2,-4.13079725844914e-06,4.572629412678913e-06
,69,10,2,-2.584659086353936e-05,4.351576501762643e-06
,70,10,2,-4.743994879312263e-05,1.0818850563198169e-05
,71,10,2,-2.2537998283740765e-05,1.5167860847716262e-05
,72,10,2,6.672664555224246e-05,1.4758592691340796e-05
,73,10,2,9.83934257132004e-05,1.04556858656772e-05
,74,10,2,5.032658333573574e-05,8.278285761947638e-06
,75,10,2,-2.958498457880645e-05,7.531348177565194e-06
,76,10,2,-7.560822368746444e-05,6.872986543053974e-06
,77,10,2,-2.6794544457764234e-05,6.290330599598382e-06
,78,10,2,2.1865219668749372e-05,5.466682861527238e-06
,79,10,2,4.44392885163431e-05,6.169180984305806e-06
,80,10,2,4.069856259274316e-05,5.296572674545442e-06
,81,10,2,1.2831237324581353e-05,3.588008221369761e-06
,82,10,2,-9.841378910654348e-06,2.5825706397228236e-06
,83,10,2,-9.293883785789429e-06,2.285227212543655e-06
,84,10,2,-7.650511320630764e-06,2.271147805349758e-06
,85,10,2,1.337762276402863e-06,1.8688628298921133e-06
,86,10,2,1.0599493612036606e-06,1.1428652729963156e-06
,87,10,2,7.953605080975894e-06,9.989983349972712e-07
,88,10,2,5.817676179653568e-06,1.406214922165534e-06
,89,10,2,-2.477608923125637e-06,1.5408743698151985e-06
,90,10,2,-5.888523300102834e-06,1.1832441578572932e-06
,91,10,2,-1.967657790292064e-06,9.355745300833162e-07
,92,10,2,1.4205404658916453e-06,9.163729711386488e-07
,93,10,2,-5.193650123131012e-06,7.984191507877732e-07
,94,10,2,-5.876540246014308e-06,5.457172411178126e-07
,95,10,2,5.187191260690403e-07,4.122506050299519e-07
,0,10,4,1.5580035073761078e-05,5.428218112420739e-07
,1,10,4,6.0475008018539296e-05,1.8070725334398954e-06
,2,10,4,-9.269777864882845e-05,4.435948667070991e-06
,3,10,4,4.411204279169339e-06,1.6387538106184975e-07
,4,10,4,0.000291486094234569,4.874146542925626e-06
